FID,Shape,kecamatan,kabupaten,provinsi,lat,lon,kategori
176,"Point[X=107.01913110012, Y=-6.24204503874751, WKID=4326]",BEKASI TIMUR,KOTA BEKASI,JAWA BARAT,-6.242045039,107.0191311,high
177,"Point[X=115.164372400366, Y=-8.81276456193496, WKID=4326]",KUTA SELATAN,BADUNG,BALI,-8.812764562,115.1643724,high
178,"Point[X=106.670526399873, Y=-6.16199609384461, WKID=4326]",BATUCEPER,KOTA TANGERANG,BANTEN,-6.161996094,106.6705264,high
179,"Point[X=106.765542300237, Y=-6.57327171191992, WKID=4326]",BOGOR BARAT,KOTA BOGOR,JAWA BARAT,-6.573271712,106.7655423,high
180,"Point[X=107.100833900065, Y=-6.23469328426762, WKID=4326]",CIBITUNG,BEKASI,JAWA BARAT,-6.234693284,107.1008339,high
181,"Point[X=107.094250299712, Y=-6.29665947715313, WKID=4326]",CIKARANG BARAT,BEKASI,JAWA BARAT,-6.296659477,107.0942503,high
182,"Point[X=107.128592600068, Y=-6.33846960658701, WKID=4326]",CIKARANG SELATAN,BEKASI,JAWA BARAT,-6.338469607,107.1285926,high
183,"Point[X=106.755043100259, Y=-6.29860686461507, WKID=4326]",CIPUTAT TIMUR,KOTA TANGERANG SELATAN,BANTEN,-6.298606865,106.7550431,high
184,"Point[X=106.888912199638, Y=-6.19329939435153, WKID=4326]",PULOGADUNG,JAKARTA TIMUR,DKI JAKARTA,-6.193299394,106.8889122,high
185,"Point[X=106.809294100143, Y=-6.20551051409888, WKID=4326]",TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,-6.205510514,106.8092941,high
186,"Point[X=112.671503600211, Y=-7.25568235355775, WKID=4326]",TANDES,KOTA SURABAYA,JAWA TIMUR,-7.255682354,112.6715036,high
187,"Point[X=112.653167600005, Y=-7.27654837960398, WKID=4326]",SAMBIKEREP,KOTA SURABAYA,JAWA TIMUR,-7.27654838,112.6531676,high
188,"Point[X=107.615276199937, Y=-6.91490834894108, WKID=4326]",SUMUR BANDUNG,KOTA BANDUNG,JAWA BARAT,-6.914908349,107.6152762,high
189,"Point[X=106.81355060038, Y=-6.64470886582143, WKID=4326]",BOGOR SELATAN,KOTA BOGOR,JAWA BARAT,-6.644708866,106.8135506,high
190,"Point[X=110.332943799717, Y=-7.89551330869222, WKID=4326]",BANTUL,BANTUL,DAERAH ISTIMEWA YOGYAKARTA,-7.895513309,110.3329438,high
191,"Point[X=106.537548200389, Y=-6.67264744822108, WKID=4326]",NANGGUNG,BOGOR,JAWA BARAT,-6.672647448,106.5375482,high
192,"Point[X=106.819343999726, Y=-6.57097203303283, WKID=4326]",BOGOR UTARA,KOTA BOGOR,JAWA BARAT,-6.570972033,106.819344,high
193,"Point[X=111.088469699617, Y=-6.68523423996817, WKID=4326]",WEDARIJAKSA,PATI,JAWA TENGAH,-6.68523424,111.0884697,high
194,"Point[X=107.037741600395, Y=-6.36352025815336, WKID=4326]",SETU,BEKASI,JAWA BARAT,-6.363520258,107.0377416,high
195,"Point[X=112.61578179959, Y=-7.93885942981876, WKID=4326]",LOWOKWARU,KOTA MALANG,JAWA TIMUR,-7.93885943,112.6157818,high
196,"Point[X=106.855898400291, Y=-6.16282190170932, WKID=4326]",KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,-6.162821902,106.8558984,high
197,"Point[X=110.313482799791, Y=-7.94432700208944, WKID=4326]",BAMBANGLIPURO,BANTUL,DAERAH ISTIMEWA YOGYAKARTA,-7.944327002,110.3134828,high
198,"Point[X=106.850711400311, Y=-6.22881232872595, WKID=4326]",TEBET,JAKARTA SELATAN,DKI JAKARTA,-6.228812329,106.8507114,high
199,"Point[X=107.583647899731, Y=-6.90147490394361, WKID=4326]",CICENDO,KOTA BANDUNG,JAWA BARAT,-6.901474904,107.5836479,high
200,"Point[X=107.650119500015, Y=-6.92497935831068, WKID=4326]",KIARACONDONG,KOTA BANDUNG,JAWA BARAT,-6.924979358,107.6501195,high
201,"Point[X=106.630542699986, Y=-6.14224656083007, WKID=4326]",NEGLASARI,KOTA TANGERANG,BANTEN,-6.142246561,106.6305427,high
202,"Point[X=110.463992599979, Y=-7.74688453229527, WKID=4326]",KALASAN,SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,-7.746884532,110.4639926,high
203,"Point[X=106.732578299949, Y=-6.23848804918407, WKID=4326]",LARANGAN,KOTA TANGERANG,BANTEN,-6.238488049,106.7325783,high
204,"Point[X=110.320816000358, Y=-7.78967901107745, WKID=4326]",GAMPING,SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,-7.789679011,110.320816,high
205,"Point[X=106.864522600138, Y=-6.2037721470669, WKID=4326]",MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,-6.203772147,106.8645226,high
206,"Point[X=106.617976400191, Y=-6.18128631161392, WKID=4326]",KARAWACI,KOTA TANGERANG,BANTEN,-6.181286312,106.6179764,high
207,"Point[X=98.6587532497628, Y=3.56768630857636, WKID=4326]",MEDAN BARU,KOTA MEDAN,SUMATERA UTARA,3.567686309,98.65875325,high
208,"Point[X=106.741808900061, Y=-6.19835686857459, WKID=4326]",KEMBANGAN,JAKARTA BARAT,DKI JAKARTA,-6.198356869,106.7418089,high
209,"Point[X=106.840358799719, Y=-6.57994997760932, WKID=4326]",SUKARAJA,BOGOR,JAWA BARAT,-6.579949978,106.8403588,high
210,"Point[X=110.359065099575, Y=-7.818834676579, WKID=4326]",MANTRIJERON,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,-7.818834677,110.3590651,high
211,"Point[X=112.699737699835, Y=-7.2688071062629, WKID=4326]",SUKOMANUNGGAL,KOTA SURABAYA,JAWA TIMUR,-7.268807106,112.6997377,high
212,"Point[X=140.711291700052, Y=-2.6663959772925, WKID=4326]",ABEPURA,KOTA JAYAPURA,PAPUA,-2.666395977,140.7112917,high
213,"Point[X=106.609847799636, Y=-6.24213311475143, WKID=4326]",KELAPA DUA,TANGERANG,BANTEN,-6.242133115,106.6098478,high
214,"Point[X=106.779943699942, Y=-6.24915090688881, WKID=4326]",KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,-6.249150907,106.7799437,high
215,"Point[X=106.709591999871, Y=-6.20995769129439, WKID=4326]",KARANG TENGAH,KOTA TANGERANG,BANTEN,-6.209957691,106.709592,high
216,"Point[X=101.459358600319, Y=0.515848369306866, WKID=4326]",SAIL,KOTA PEKANBARU,RIAU,0.515848369,101.4593586,high
217,"Point[X=106.920419899859, Y=-6.23248372104683, WKID=4326]",DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,-6.232483721,106.9204199,high
218,"Point[X=106.982233000253, Y=-6.1975732398131, WKID=4326]",MEDAN SATRIA,KOTA BEKASI,JAWA BARAT,-6.19757324,106.982233,high
219,"Point[X=112.699915100102, Y=-7.29191297480389, WKID=4326]",DUKUHPAKIS,KOTA SURABAYA,JAWA TIMUR,-7.291912975,112.6999151,high
220,"Point[X=110.323520400246, Y=-7.82921833255995, WKID=4326]",KASIHAN,BANTUL,DAERAH ISTIMEWA YOGYAKARTA,-7.829218333,110.3235204,high
221,"Point[X=107.055360699737, Y=-6.25654634233979, WKID=4326]",TAMBUN SELATAN,BEKASI,JAWA BARAT,-6.256546342,107.0553607,high
222,"Point[X=106.662894199907, Y=-6.25340240869417, WKID=4326]",SERPONG UTARA,KOTA TANGERANG SELATAN,BANTEN,-6.253402409,106.6628942,high
223,"Point[X=112.591699699881, Y=-7.09808272194005, WKID=4326]",MANYAR,GRESIK,JAWA TIMUR,-7.098082722,112.5916997,high
224,"Point[X=106.82987670035, Y=-6.21959139542651, WKID=4326]",SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,-6.219591395,106.8298767,high
225,"Point[X=109.328960600052, Y=-0.0547872772110054, WKID=4326]",PONTIANAK SELATAN,KOTA PONTIANAK,KALIMANTAN BARAT,-0.054787277,109.3289606,high
226,"Point[X=106.73949100001, Y=-6.33977501390569, WKID=4326]",PAMULANG,KOTA TANGERANG SELATAN,BANTEN,-6.339775014,106.739491,high
227,"Point[X=106.854540299895, Y=-6.18212378458492, WKID=4326]",JOHAR BARU,JAKARTA PUSAT,DKI JAKARTA,-6.182123785,106.8545403,high
228,"Point[X=106.786438399613, Y=-6.16343565932817, WKID=4326]",GROGOL PETAMBURAN,JAKARTA BARAT,DKI JAKARTA,-6.163435659,106.7864384,high
229,"Point[X=106.837333500141, Y=-6.12951215076509, WKID=4326]",PADEMANGAN,JAKARTA UTARA,DKI JAKARTA,-6.129512151,106.8373335,high
230,"Point[X=103.602940700253, Y=-1.65480373880143, WKID=4326]",KOTA BARU,KOTA JAMBI,JAMBI,-1.654803739,103.6029407,high
231,"Point[X=136.873138999565, Y=-4.53003817642065, WKID=4326]",MIMIKA BARU,MIMIKA,PAPUA,-4.530038176,136.873139,high
232,"Point[X=110.372254699695, Y=-7.79302864035941, WKID=4326]",DANUREJAN,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,-7.79302864,110.3722547,high
233,"Point[X=114.306912600336, Y=-3.33937660764428, WKID=4326]",KAPUAS KUALA,KAPUAS,KALIMANTAN TENGAH,-3.339376608,114.3069126,high
234,"Point[X=106.891048899787, Y=-6.26646291832895, WKID=4326]",MAKASAR,JAKARTA TIMUR,DKI JAKARTA,-6.266462918,106.8910489,high
235,"Point[X=107.006032100401, Y=-6.20736507983452, WKID=4326]",BEKASI UTARA,KOTA BEKASI,JAWA BARAT,-6.20736508,107.0060321,high
236,"Point[X=106.594280499945, Y=-6.16745642207616, WKID=4326]",PERIUK,KOTA TANGERANG,BANTEN,-6.167456422,106.5942805,high
237,"Point[X=106.924805999597, Y=-6.36488979702648, WKID=4326]",JATI SEMPURNA,KOTA BEKASI,JAWA BARAT,-6.364889797,106.924806,high
238,"Point[X=107.016190799966, Y=-6.30712709833688, WKID=4326]",MUSTIKA JAYA,KOTA BEKASI,JAWA BARAT,-6.307127098,107.0161908,high
239,"Point[X=106.609350800099, Y=-6.63978233019031, WKID=4326]",LEUWILIANG,BOGOR,JAWA BARAT,-6.63978233,106.6093508,high
240,"Point[X=110.420634700431, Y=-7.06985049560382, WKID=4326]",BANYUMANIK,KOTA SEMARANG,JAWA TENGAH,-7.069850496,110.4206347,high
241,"Point[X=106.791967599725, Y=-6.47750622842966, WKID=4326]",BOJONG GEDE,BOGOR,JAWA BARAT,-6.477506228,106.7919676,high
242,"Point[X=106.769025899726, Y=-6.18896319259721, WKID=4326]",KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,-6.188963193,106.7690259,high
243,"Point[X=106.795552800122, Y=-6.19174473003523, WKID=4326]",PAL MERAH,JAKARTA BARAT,DKI JAKARTA,-6.19174473,106.7955528,high
244,"Point[X=112.805577700051, Y=-7.29263454494827, WKID=4326]",SUKOLILO,KOTA SURABAYA,JAWA TIMUR,-7.292634545,112.8055777,high
245,"Point[X=112.754039600447, Y=-7.32446207196699, WKID=4326]",TENGGILIS MEJOYO,KOTA SURABAYA,JAWA TIMUR,-7.324462072,112.7540396,high
246,"Point[X=107.183713800152, Y=-6.35969600716493, WKID=4326]",CIKARANG PUSAT,BEKASI,JAWA BARAT,-6.359696007,107.1837138,high
247,"Point[X=106.929966299605, Y=-6.26882349390905, WKID=4326]",PONDOK GEDE,KOTA BEKASI,JAWA BARAT,-6.268823494,106.9299663,high
248,"Point[X=110.446748499943, Y=-6.97970314168657, WKID=4326]",GAYAMSARI,KOTA SEMARANG,JAWA TENGAH,-6.979703142,110.4467485,high
249,"Point[X=106.818818999797, Y=-6.37318260029673, WKID=4326]",BEJI,KOTA DEPOK,JAWA BARAT,-6.3731826,106.818819,high
250,"Point[X=107.564991700407, Y=-6.93105001864342, WKID=4326]",BANDUNG KULON,KOTA BANDUNG,JAWA BARAT,-6.931050019,107.5649917,high
251,"Point[X=116.10740909985, Y=-8.57219695692396, WKID=4326]",SELAPRANG,KOTA MATARAM,NUSA TENGGARA BARAT,-8.572196957,116.1074091,high
252,"Point[X=107.624925199738, Y=-6.93387125485447, WKID=4326]",LENGKONG,KOTA BANDUNG,JAWA BARAT,-6.933871255,107.6249252,high
253,"Point[X=106.76224940019, Y=-6.60862914631798, WKID=4326]",CIOMAS,BOGOR,JAWA BARAT,-6.608629146,106.7622494,high
254,"Point[X=110.616167199956, Y=-7.69007154106873, WKID=4326]",KLATEN UTARA,KLATEN,JAWA TENGAH,-7.690071541,110.6161672,high
255,"Point[X=110.427687799952, Y=-7.0159154077698, WKID=4326]",CANDISARI,KOTA SEMARANG,JAWA TENGAH,-7.015915408,110.4276878,high
256,"Point[X=106.877431899563, Y=-6.22765496420521, WKID=4326]",JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,-6.227654964,106.8774319,high
257,"Point[X=115.159613400338, Y=-8.64701014420274, WKID=4326]",KUTA UTARA,BADUNG,BALI,-8.647010144,115.1596134,high
258,"Point[X=107.661184799839, Y=-6.91685738216239, WKID=4326]",ANTAPANI,KOTA BANDUNG,JAWA BARAT,-6.916857382,107.6611848,high
259,"Point[X=106.829309399909, Y=-6.29066189303188, WKID=4326]",PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,-6.290661893,106.8293094,high
260,"Point[X=112.801951100263, Y=-7.31894128860955, WKID=4326]",RUNGKUT,KOTA SURABAYA,JAWA TIMUR,-7.318941289,112.8019511,high
261,"Point[X=112.688321099639, Y=-7.31262069678769, WKID=4326]",WIYUNG,KOTA SURABAYA,JAWA TIMUR,-7.312620697,112.6883211,high
262,"Point[X=106.904877300047, Y=-6.12111336868696, WKID=4326]",KOJA,JAKARTA UTARA,DKI JAKARTA,-6.121113369,106.9048773,high
263,"Point[X=112.721752900276, Y=-7.22911623822375, WKID=4326]",KREMBANGAN,KOTA SURABAYA,JAWA TIMUR,-7.229116238,112.7217529,high
264,"Point[X=107.034406899859, Y=-6.12570535741628, WKID=4326]",BABELAN,BEKASI,JAWA BARAT,-6.125705357,107.0344069,high
265,"Point[X=110.384285099778, Y=-6.97881365822371, WKID=4326]",SEMARANG BARAT,KOTA SEMARANG,JAWA TENGAH,-6.978813658,110.3842851,high
266,"Point[X=101.388830599852, Y=0.466228861772606, WKID=4326]",TAMPAN,KOTA PEKANBARU,RIAU,0.466228862,101.3888306,high
267,"Point[X=107.645470399839, Y=-6.90071803001302, WKID=4326]",CIBEUNYING KIDUL,KOTA BANDUNG,JAWA BARAT,-6.90071803,107.6454704,high
268,"Point[X=106.853161800177, Y=-6.32649240769842, WKID=4326]",PASAR REBO,JAKARTA TIMUR,DKI JAKARTA,-6.326492408,106.8531618,high
269,"Point[X=110.342108199834, Y=-7.96985670362392, WKID=4326]",PUNDONG,BANTUL,DAERAH ISTIMEWA YOGYAKARTA,-7.969856704,110.3421082,high
270,"Point[X=106.869333900239, Y=-6.3680083338175, WKID=4326]",CIMANGGIS,KOTA DEPOK,JAWA BARAT,-6.368008334,106.8693339,high
271,"Point[X=106.903463199767, Y=-6.32526480072994, WKID=4326]",CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,-6.325264801,106.9034632,high
272,"Point[X=106.962781900065, Y=-6.23360220517759, WKID=4326]",BEKASI BARAT,KOTA BEKASI,JAWA BARAT,-6.233602205,106.9627819,high
273,"Point[X=106.759189699745, Y=-6.46783018601423, WKID=4326]",TAJURHALANG,BOGOR,JAWA BARAT,-6.467830186,106.7591897,high
274,"Point[X=106.764039999846, Y=-6.40612489904481, WKID=4326]",SAWANGAN,KOTA DEPOK,JAWA BARAT,-6.406124899,106.76404,high
275,"Point[X=106.99414819988, Y=-6.28110796865781, WKID=4326]",RAWA LUMBU,KOTA BEKASI,JAWA BARAT,-6.281107969,106.9941482,high
276,"Point[X=107.060947399803, Y=-6.19234960684884, WKID=4326]",TAMBUN UTARA,BEKASI,JAWA BARAT,-6.192349607,107.0609474,high
277,"Point[X=112.547362800153, Y=-7.90687735790368, WKID=4326]",JUNREJO,KOTA BATU,JAWA TIMUR,-7.906877358,112.5473628,high
278,"Point[X=100.388750099937, Y=-0.471681154361761, WKID=4326]",PADANG PANJANG BARAT,KOTA PADANG PANJANG,SUMATERA BARAT,-0.471681154,100.3887501,high
279,"Point[X=107.705568600111, Y=-6.90548280908433, WKID=4326]",UJUNG BERUNG,KOTA BANDUNG,JAWA BARAT,-6.905482809,107.7055686,high
280,"Point[X=107.672178900336, Y=-6.89762283512567, WKID=4326]",MANDALAJATI,KOTA BANDUNG,JAWA BARAT,-6.897622835,107.6721789,high
281,"Point[X=106.039255500441, Y=-6.04370934341142, WKID=4326]",CILEGON,KOTA CILEGON,BANTEN,-6.043709343,106.0392555,high
282,"Point[X=112.736792299725, Y=-7.27550777226583, WKID=4326]",TEGALSARI,KOTA SURABAYA,JAWA TIMUR,-7.275507772,112.7367923,high
283,"Point[X=116.083789900084, Y=-8.57093172861636, WKID=4326]",AMPENAN,KOTA MATARAM,NUSA TENGGARA BARAT,-8.570931729,116.0837899,high
284,"Point[X=112.759397100196, Y=-7.27964966829751, WKID=4326]",GUBENG,KOTA SURABAYA,JAWA TIMUR,-7.279649668,112.7593971,high
285,"Point[X=119.411724900184, Y=-5.12538499482162, WKID=4326]",WAJO,KOTA MAKASSAR,SULAWESI SELATAN,-5.125384995,119.4117249,high
286,"Point[X=104.778123899698, Y=-2.96556071155754, WKID=4326]",ILIR TIMUR II,KOTA PALEMBANG,SUMATERA SELATAN,-2.965560712,104.7781239,high
287,"Point[X=109.520569700132, Y=-7.60915159017372, WKID=4326]",GOMBONG,KEBUMEN,JAWA TENGAH,-7.60915159,109.5205697,high
288,"Point[X=112.741663000047, Y=-7.32231783460031, WKID=4326]",WONOCOLO,KOTA SURABAYA,JAWA TIMUR,-7.322317835,112.741663,high
289,"Point[X=106.865464800061, Y=-6.27621569359934, WKID=4326]",KRAMATJATI,JAKARTA TIMUR,DKI JAKARTA,-6.276215694,106.8654648,high
290,"Point[X=101.46779479959, Y=0.470787106140108, WKID=4326]",BUKIT RAYA,KOTA PEKANBARU,RIAU,0.470787106,101.4677948,high
291,"Point[X=106.977648400353, Y=-6.25805651719446, WKID=4326]",BEKASI SELATAN,KOTA BEKASI,JAWA BARAT,-6.258056517,106.9776484,high
292,"Point[X=106.416690899765, Y=-6.2597549741127, WKID=4326]",CISOKA,TANGERANG,BANTEN,-6.259754974,106.4166909,high
293,"Point[X=110.417310500379, Y=-6.95817949358872, WKID=4326]",SEMARANG UTARA,KOTA SEMARANG,JAWA TENGAH,-6.958179494,110.4173105,high
294,"Point[X=113.828856199554, Y=-7.73574106609726, WKID=4326]",BUNGATAN,SITUBONDO,JAWA TIMUR,-7.735741066,113.8288562,high
295,"Point[X=110.843754600295, Y=-6.80440834606827, WKID=4326]",KOTA KUDUS,KUDUS,JAWA TENGAH,-6.804408346,110.8437546,high
296,"Point[X=106.956134400182, Y=-6.69896892367683, WKID=4326]",CISARUA,BOGOR,JAWA BARAT,-6.698968924,106.9561344,high
297,"Point[X=107.046967300101, Y=-6.49546400436026, WKID=4326]",JONGGOL,BOGOR,JAWA BARAT,-6.495464004,107.0469673,high
298,"Point[X=106.575309599958, Y=-6.19777457463687, WKID=4326]",JATIUWUNG,KOTA TANGERANG,BANTEN,-6.197774575,106.5753096,high
299,"Point[X=106.843648499978, Y=-6.39720282035381, WKID=4326]",SUKMAJAYA,KOTA DEPOK,JAWA BARAT,-6.39720282,106.8436485,high
300,"Point[X=119.425905799613, Y=-5.14263716177555, WKID=4326]",MAKASAR,KOTA MAKASSAR,SULAWESI SELATAN,-5.142637162,119.4259058,high
301,"Point[X=112.737905899638, Y=-7.29771042829356, WKID=4326]",WONOKROMO,KOTA SURABAYA,JAWA TIMUR,-7.297710428,112.7379059,high
302,"Point[X=123.07047799976, Y=0.541803219043345, WKID=4326]",KOTA TIMUR,KOTA GORONTALO,GORONTALO,0.541803219,123.070478,high
303,"Point[X=106.789397699744, Y=-6.33157911438457, WKID=4326]",CINERE,KOTA DEPOK,JAWA BARAT,-6.331579114,106.7893977,high
304,"Point[X=110.760227899698, Y=-7.53559078438713, WKID=4326]",COLOMADU,KARANGANYAR,JAWA TENGAH,-7.535590784,110.7602279,high
305,"Point[X=100.378340799788, Y=-0.945209849954551, WKID=4326]",PADANG TIMUR,KOTA PADANG,SUMATERA BARAT,-0.94520985,100.3783408,high
306,"Point[X=123.056571600399, Y=0.543932729112214, WKID=4326]",KOTA SELATAN,KOTA GORONTALO,GORONTALO,0.543932729,123.0565716,high
307,"Point[X=110.590828500035, Y=-7.97710014015928, WKID=4326]",WONOSARI,GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,-7.97710014,110.5908285,high
308,"Point[X=107.209401800353, Y=-6.28821956817848, WKID=4326]",CIKARANG TIMUR,BEKASI,JAWA BARAT,-6.288219568,107.2094018,high
309,"Point[X=106.665920100232, Y=-6.12852685263209, WKID=4326]",BENDA,KOTA TANGERANG,BANTEN,-6.128526853,106.6659201,high
310,"Point[X=106.940341599985, Y=-6.18873615784736, WKID=4326]",CAKUNG,JAKARTA TIMUR,DKI JAKARTA,-6.188736158,106.9403416,high
311,"Point[X=106.766483900312, Y=-6.11809950398884, WKID=4326]",PENJARINGAN,JAKARTA UTARA,DKI JAKARTA,-6.118099504,106.7664839,high
312,"Point[X=112.58265589975, Y=-7.2777511032308, WKID=4326]",MENGANTI,GRESIK,JAWA TIMUR,-7.277751103,112.5826559,high
313,"Point[X=115.273745499655, Y=-8.59443763898582, WKID=4326]",SUKAWATI,GIANYAR,BALI,-8.594437639,115.2737455,high
314,"Point[X=106.659650099772, Y=-6.05162697830235, WKID=4326]",TELUKNAGA,TANGERANG,BANTEN,-6.051626978,106.6596501,high
315,"Point[X=110.418483700163, Y=-7.62038296779969, WKID=4326]",PAKEM,SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,-7.620382968,110.4184837,high
316,"Point[X=106.686687299779, Y=-6.38729810012717, WKID=4326]",GUNUNG SINDUR,BOGOR,JAWA BARAT,-6.3872981,106.6866873,high
317,"Point[X=106.552615700055, Y=-6.15869715215183, WKID=4326]",PASAR KEMIS,TANGERANG,BANTEN,-6.158697152,106.5526157,high
318,"Point[X=106.835520599996, Y=-6.48421242076654, WKID=4326]",CIBINONG,BOGOR,JAWA BARAT,-6.484212421,106.8355206,high
319,"Point[X=106.952390599846, Y=-6.30733874568654, WKID=4326]",JATIASIH,KOTA BEKASI,JAWA BARAT,-6.307338746,106.9523906,high
320,"Point[X=110.327250600135, Y=-7.00011449209006, WKID=4326]",NGALIYAN,KOTA SEMARANG,JAWA TENGAH,-7.000114492,110.3272506,high
321,"Point[X=119.480684000067, Y=-5.20734263205679, WKID=4326]",SOMBA UPU,GOWA,SULAWESI SELATAN,-5.207342632,119.480684,high
322,"Point[X=106.8436104002, Y=-6.25535377115955, WKID=4326]",PANCORAN,JAKARTA SELATAN,DKI JAKARTA,-6.255353771,106.8436104,high
323,"Point[X=112.715697800014, Y=-7.32312664797638, WKID=4326]",JAMBANGAN,KOTA SURABAYA,JAWA TIMUR,-7.323126648,112.7156978,high
324,"Point[X=116.894706499905, Y=-1.24628717061637, WKID=4326]",BALIKPAPAN SELATAN,KOTA BALIKPAPAN,KALIMANTAN TIMUR,-1.246287171,116.8947065,high
325,"Point[X=106.944053399745, Y=-6.12671625115399, WKID=4326]",CILINCING,JAKARTA UTARA,DKI JAKARTA,-6.126716251,106.9440534,high
326,"Point[X=112.153586099619, Y=-7.70583063377666, WKID=4326]",PLEMAHAN,KEDIRI,JAWA TIMUR,-7.705830634,112.1535861,high
327,"Point[X=107.109460100004, Y=-6.43544963799036, WKID=4326]",CIBARUSAH,BEKASI,JAWA BARAT,-6.435449638,107.1094601,high
328,"Point[X=119.443808799636, Y=-5.171727847662, WKID=4326]",RAPPOCINI,KOTA MAKASSAR,SULAWESI SELATAN,-5.171727848,119.4438088,high
329,"Point[X=101.436234999845, Y=0.46957989219834, WKID=4326]",MARPOYAN DAMAI,KOTA PEKANBARU,RIAU,0.469579892,101.436235,high
330,"Point[X=112.721454099627, Y=-7.27305731933978, WKID=4326]",SAWAHAN,KOTA SURABAYA,JAWA TIMUR,-7.273057319,112.7214541,high
331,"Point[X=112.649264000034, Y=-7.95124906589166, WKID=4326]",BLIMBING,KOTA MALANG,JAWA TIMUR,-7.951249066,112.649264,high
332,"Point[X=106.677385299792, Y=-6.34581765496074, WKID=4326]",SETU,KOTA TANGERANG SELATAN,BANTEN,-6.345817655,106.6773853,high
333,"Point[X=107.638796500358, Y=-7.01231479569122, WKID=4326]",BALEENDAH,BANDUNG,JAWA BARAT,-7.012314796,107.6387965,high
334,"Point[X=112.753292199975, Y=-7.2394735080959, WKID=4326]",SIMOKERTO,KOTA SURABAYA,JAWA TIMUR,-7.239473508,112.7532922,high
335,"Point[X=112.393026599598, Y=-7.12564148106947, WKID=4326]",LAMONGAN,LAMONGAN,JAWA TIMUR,-7.125641481,112.3930266,high
336,"Point[X=134.009431099765, Y=-0.97673950082725, WKID=4326]",MANOKWARI SELATAN,MANOKWARI,PAPUA BARAT,-0.976739501,134.0094311,high
337,"Point[X=116.086262899913, Y=-8.60667131732737, WKID=4326]",SEKARBELA,KOTA MATARAM,NUSA TENGGARA BARAT,-8.606671317,116.0862629,high
338,"Point[X=101.458771600229, Y=0.539274736440007, WKID=4326]",LIMA PULUH,KOTA PEKANBARU,RIAU,0.539274736,101.4587716,high
339,"Point[X=106.617468499971, Y=-6.2974619736911, WKID=4326]",PAGEDANGAN,TANGERANG,BANTEN,-6.297461974,106.6174685,high
340,"Point[X=107.630274799842, Y=-6.88829942228045, WKID=4326]",CIBEUNYING KALER,KOTA BANDUNG,JAWA BARAT,-6.888299422,107.6302748,high
341,"Point[X=107.615486500102, Y=-6.88490336639717, WKID=4326]",COBLONG,KOTA BANDUNG,JAWA BARAT,-6.884903366,107.6154865,high
342,"Point[X=111.954267199771, Y=-8.10113735090795, WKID=4326]",SUMBERGEMPOL,TULUNGAGUNG,JAWA TIMUR,-8.101137351,111.9542672,high
343,"Point[X=106.587492599704, Y=-6.57232416282983, WKID=4326]",LEUWISADENG,BOGOR,JAWA BARAT,-6.572324163,106.5874926,high
344,"Point[X=105.299682900046, Y=-5.38067684715872, WKID=4326]",SUKARAME,KOTA BANDAR LAMPUNG,LAMPUNG,-5.380676847,105.2996829,high
345,"Point[X=103.817134300408, Y=1.04377795568814, WKID=4326]",BELAKANG PADANG,KOTA BATAM,KEPULAUAN RIAU,1.043777956,103.8171343,high
346,"Point[X=112.701173800231, Y=-7.84448397805312, WKID=4326]",LAWANG,MALANG,JAWA TIMUR,-7.844483978,112.7011738,high
347,"Point[X=116.131678399738, Y=-8.58326270281145, WKID=4326]",CAKRANEGARA,KOTA MATARAM,NUSA TENGGARA BARAT,-8.583262703,116.1316784,high
348,"Point[X=112.454913400333, Y=-7.09943792382109, WKID=4326]",DEKET,LAMONGAN,JAWA TIMUR,-7.099437924,112.4549134,high
349,"Point[X=106.878381199633, Y=-6.33396607337556, WKID=4326]",CIRACAS,JAKARTA TIMUR,DKI JAKARTA,-6.333966073,106.8783812,high
350,"Point[X=106.688176700295, Y=-6.07687007579329, WKID=4326]",KOSAMBI,TANGERANG,BANTEN,-6.076870076,106.6881767,high
